#uidA	uidB	altA	altB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	interactionIdentifier	confidence	expansion	biological_role_A	biological_role_B	experimental_role_A	experimental_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_Interaction	Annotations_A	Annotations_B	Annotations_Interaction	Host_organism_taxid	parameters_Interaction	Creation_date	Update_date	Checksum_A	Checksum_B	Checksum_Interaction	Negative	OriginalReferenceA	OriginalReferenceB	FinalReferenceA	FinalReferenceB	MappingScoreA	MappingScoreB	irogida	irogidb	irigid	crogida	crogidb	crigid	icrogida	icrogidb	icrigid	imex_id	edgetype	numParticipants
uniprotkb:Q9BQC3	uniprotkb:P05198	entrezgene/locuslink:1802|refseq:NM_001384|refseq:NP_001375|rogid:/Z9UhAa8qkHe3rPFS3OPfiJ4RFM9606|irogid:163973	entrezgene/locuslink:1965|genbank_protein_gi:4758256|refseq:NM_004094|rogid:hG3fLbQuFpe5z8zS/bt/TnpEpzA9606|irogid:2213453	hgnc:DPH2|uniprotkb:DPH2_HUMAN|crogid:/Z9UhAa8qkHe3rPFS3OPfiJ4RFM9606|icrogid:163973	hgnc:EIF2S1|uniprotkb:IF2A_HUMAN|uniprotkb:Q53XC0_HUMAN|crogid:hG3fLbQuFpe5z8zS/bt/TnpEpzA9606|icrogid:2213453	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:wfYYiFeXfNyiFHnaXl9yupqkRSM|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:/Z9UhAa8qkHe3rPFS3OPfiJ4RFM9606	rogid:hG3fLbQuFpe5z8zS/bt/TnpEpzA9606	rigid:wfYYiFeXfNyiFHnaXl9yupqkRSM	false	Swiss-Prot:Q9BQC3	Swiss-Prot:P05198	uniprotkb:Q9BQC3	uniprotkb:P05198	PD	PD	163973	2213453	1100130	/Z9UhAa8qkHe3rPFS3OPfiJ4RFM9606	hG3fLbQuFpe5z8zS/bt/TnpEpzA9606	wfYYiFeXfNyiFHnaXl9yupqkRSM	163973	2213453	1100130	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q12972	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:29029|entrezgene/locuslink:5511|genbank_protein_gi:13699256|rogid:vvLrx9wP0nm6A4K8ibVYajoC/MA9606|irogid:4602573	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:PPP1R8|uniprotkb:PP1R8_HUMAN|crogid:O8fwLibIFj/N4NXAqTdj8cRGMQY9606|icrogid:34639725	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-732926|rigid:uF/KdAS0ib2+JdurSpQkLt/EUWI|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:vvLrx9wP0nm6A4K8ibVYajoC/MA9606	rigid:uF/KdAS0ib2+JdurSpQkLt/EUWI	false	uniprotkb:Q5RL73	uniprotkb:Q12972	uniprotkb:Q5RL73	uniprotkb:Q12972	P	P	1258659	4602573	1065849	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	O8fwLibIFj/N4NXAqTdj8cRGMQY9606	7HlLoOXOuH+JQxif9pthUvDmDLo	23415319	34639725	1279590	-	X	2
uniprotkb:P30793	uniprotkb:P30047	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:2644|refseq:NM_005258|refseq:NP_005249|rogid:Hkr1UqznwdyXmFYzt3nXhrPSbv89606|irogid:2236992	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:GCHFR|uniprotkb:GFRP_HUMAN|crogid:Hkr1UqznwdyXmFYzt3nXhrPSbv89606|icrogid:2236992	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:N3yG+zdm2w4J1ig3VcsJBp/2uOQ|edgetype:X	hpr:47500|lpr:13|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:Hkr1UqznwdyXmFYzt3nXhrPSbv89606	rigid:N3yG+zdm2w4J1ig3VcsJBp/2uOQ	false	Swiss-Prot:P30793	Swiss-Prot:P30047	uniprotkb:P30793	uniprotkb:P30047	PD	PD	988801	2236992	942506	9z/ipW7g2/eM/he2GvH8TndDK9I9606	Hkr1UqznwdyXmFYzt3nXhrPSbv89606	N3yG+zdm2w4J1ig3VcsJBp/2uOQ	988801	2236992	942506	-	X	2
uniprotkb:Q5RL73	uniprotkb:P50591	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:8743|genbank_protein_gi:4507593|refseq:NM_003810|rogid:hnOC/z7IWh8JRE86qlqUdVvNDUM9606|irogid:2251971	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:TNFSF10|uniprotkb:Q6IBA9_HUMAN|uniprotkb:TNF10_HUMAN|crogid:hnOC/z7IWh8JRE86qlqUdVvNDUM9606|icrogid:2251971	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-733586|rigid:B53BaGwzyUCP0U4J7zbDp+xLsig|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:hnOC/z7IWh8JRE86qlqUdVvNDUM9606	rigid:B53BaGwzyUCP0U4J7zbDp+xLsig	false	uniprotkb:Q5RL73	uniprotkb:P50591	uniprotkb:Q5RL73	uniprotkb:P50591	P	P	1258659	2251971	737885	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	hnOC/z7IWh8JRE86qlqUdVvNDUM9606	Fh6aPOaDtxN+uEWA15zRGK1SJBs	23415319	2251971	1318603	-	X	2
uniprotkb:P54253	uniprotkb:Q9H4A3	entrezgene/locuslink:6310|entrezgene/locuslink:7912|genbank_protein_gi:51479158|rogid:DodgC3h3y3QNOd7da7+XB/MPPfQ9606|irogid:1594998	entrezgene/locuslink:378465|entrezgene/locuslink:54417|entrezgene/locuslink:57310|rogid:Jt4cvhSumyRRIZDmWgj4GsG7wjQ9606|irogid:14008341	hgnc:ATXN1|uniprotkb:ATX1_HUMAN|crogid:DodgC3h3y3QNOd7da7+XB/MPPfQ9606|icrogid:1594998	hgnc:WNK1|uniprotkb:WNK1_HUMAN|crogid:R+X3Prtc0ZJlkjEVLUYM6GwK6/89606|icrogid:36065985	MI:0018(two hybrid)	lim-2006-2	pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-951580|rigid:un640EXJsBVeBagd0jkwZACFSn0|edgetype:X	hpr:1223|lpr:1223|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:DodgC3h3y3QNOd7da7+XB/MPPfQ9606	rogid:Jt4cvhSumyRRIZDmWgj4GsG7wjQ9606	rigid:un640EXJsBVeBagd0jkwZACFSn0	false	uniprotkb:P54253	uniprotkb:Q9H4A3	uniprotkb:P54253	uniprotkb:Q9H4A3	P	P	1594998	14008341	1070101	DodgC3h3y3QNOd7da7+XB/MPPfQ9606	R+X3Prtc0ZJlkjEVLUYM6GwK6/89606	bu7eovvgL5r2VKElxIwuyNv4/0I	1594998	36065985	1420752	-	X	2
uniprotkb:Q5RL73	uniprotkb:P78417	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:9446|pdb:1EEM|pdb:1EEM_A|rogid:nRO3PFh/+KXaNCPkTFSld+BQqD89606|irogid:3262832	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:GSTO1|uniprotkb:GSTO1_HUMAN|crogid:nRO3PFh/+KXaNCPkTFSld+BQqD89606|icrogid:3262832	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-728952|rigid:N1+Nu0dV9tT37DJ5iuNVIe0QJK0|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:nRO3PFh/+KXaNCPkTFSld+BQqD89606	rigid:N1+Nu0dV9tT37DJ5iuNVIe0QJK0	false	uniprotkb:Q5RL73	uniprotkb:P78417	uniprotkb:Q5RL73	uniprotkb:P78417	P	P	1258659	3262832	941747	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	nRO3PFh/+KXaNCPkTFSld+BQqD89606	HReoWSMiR2Y2SD/EcOJKnJFWyr4	23415319	3262832	1326731	-	X	2
uniprotkb:Q13315	uniprotkb:Q01094	entrezgene/locuslink:472|uniprotkb:Q13315|rogid:gOGWwUFagLABFNCs42hL23d5IxI9606|irogid:16816000	entrezgene/locuslink:1869|genbank_protein_gi:12669911|refseq:NM_005225|rogid:vPNenpmxyXpHjMzUID54cwMFk+Y9606|irogid:4572002	hgnc:ATM|uniprotkb:ATM_HUMAN|crogid:gOGWwUFagLABFNCs42hL23d5IxI9606|icrogid:16816000	hgnc:E2F1|uniprotkb:E2F1_HUMAN|crogid:vPNenpmxyXpHjMzUID54cwMFk+Y9606|icrogid:4572002	MI:0415(enzymatic study)	Lin WC (2001)	pubmed:11459832	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:558459|rigid:gBfdauNvgGuKIqziFlw5i9Epsho|edgetype:X	hpr:5|lpr:5|np:1	none	MI:0502(enzyme target)	MI:0501(enzyme)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2013-03-02	2013-03-02	rogid:gOGWwUFagLABFNCs42hL23d5IxI9606	rogid:vPNenpmxyXpHjMzUID54cwMFk+Y9606	rigid:gBfdauNvgGuKIqziFlw5i9Epsho	false	uniprot/swiss-prot:Q13315	refseq:NP_005216	uniprotkb:Q13315	refseq:NP_005216	SD	P	16816000	4572002	1219017	gOGWwUFagLABFNCs42hL23d5IxI9606	vPNenpmxyXpHjMzUID54cwMFk+Y9606	gBfdauNvgGuKIqziFlw5i9Epsho	16816000	4572002	1219017	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q14061	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:10063|refseq:NP_005685|uniprotkb:Q14061|rogid:DduAgG449PBuqu3MF3MBChmg6t09606|irogid:1541204	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:COX17|uniprotkb:COX17_HUMAN|crogid:5SVrGmO/ffnKElhXAyP3VVrtiWA9606|icrogid:25278352	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-734188|rigid:7vQxaGccQ18nIY0ipwE6wbjY1IM|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:DduAgG449PBuqu3MF3MBChmg6t09606	rigid:7vQxaGccQ18nIY0ipwE6wbjY1IM	false	uniprotkb:Q5RL73	uniprotkb:Q14061	uniprotkb:Q5RL73	uniprotkb:Q14061	P	P	1258659	1541204	700911	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	5SVrGmO/ffnKElhXAyP3VVrtiWA9606	E241TRvxdhciAQfAKClSRe5Hz+s	23415319	25278352	1311082	-	X	2
refseq:NP_203698	uniprotkb:Q9BQQ3	entrezgene/locuslink:983|refseq:NP_203698|rogid:SKkKC1pYdWsHYiEcr2hlQKCRVQc9606|irogid:4050459	entrezgene/locuslink:64689|genbank_protein_gi:13508805|refseq:NP_114105|rogid:gCTXn0H+UPamtVxyvChrMrcQvCA9606|irogid:2030728	hgnc:CDK1|crogid:8geyXVp0Rpm8sG8I76/XgWsZ4JA9606|icrogid:857930	hgnc:GORASP1|uniprotkb:GORS1_HUMAN|crogid:gCTXn0H+UPamtVxyvChrMrcQvCA9606|icrogid:2030728	MI:0492(in vitro)	-	pubmed:12839990	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:VGebchKsycMcwRCxLCyUtC0z7+4|edgetype:X	hpr:3|lpr:3|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:SKkKC1pYdWsHYiEcr2hlQKCRVQc9606	rogid:gCTXn0H+UPamtVxyvChrMrcQvCA9606	rigid:VGebchKsycMcwRCxLCyUtC0z7+4	false	entrezgene:983	uniprot:Q9BQQ3	refseq:NP_203698	uniprotkb:Q9BQQ3	SGD+O	STD+O	4050459	2030728	1083357	8geyXVp0Rpm8sG8I76/XgWsZ4JA9606	gCTXn0H+UPamtVxyvChrMrcQvCA9606	h08ZbAhB9nHHvaQJ/gsXtxg0lNE	857930	2030728	1219725	-	X	2
uniprotkb:Q5RL73	uniprotkb:P21673	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:3794|entrezgene/locuslink:6303|genbank_protein_gi:4506789|rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|irogid:4925944	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:SAT1|uniprotkb:Q6ICU9_HUMAN|uniprotkb:SAT1_HUMAN|crogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|icrogid:4925944	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-729249|rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606	rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo	false	uniprotkb:Q5RL73	uniprotkb:P21673	uniprotkb:Q5RL73	uniprotkb:P21673	P	P	1258659	4925944	1022424	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	xuCACF5E/GV3eKfMqdhnXImFfmk9606	iBrQRYNpV6HFbO85kBJXBcY+Src	23415319	4925944	1449584	-	X	2
uniprotkb:P12236	uniprotkb:P20839	entrezgene/locuslink:293|entrezgene/locuslink:8283|refseq:NP_001627|rogid:K5zi7otVqbL4Z4NHyHB1nojLOTg9606|irogid:2665620	entrezgene/locuslink:3614|entrezgene/locuslink:6105|refseq:NP_001136045|rogid:avFKvRBQHBqoWUp4+Zos6OsLqfA9606|irogid:5334625	hgnc:SLC25A6|uniprotkb:ADT3_HUMAN|uniprotkb:Q6I9V5_HUMAN|crogid:K5zi7otVqbL4Z4NHyHB1nojLOTg9606|icrogid:2665620	hgnc:IMPDH1|uniprotkb:IMDH1_HUMAN|crogid:0sqp3RN4Esg0ShYD/A4jCLw4G3o9606|icrogid:229291	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:p6j7yOrAbsYW7m4eeKwi/fP6maM|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:K5zi7otVqbL4Z4NHyHB1nojLOTg9606	rogid:avFKvRBQHBqoWUp4+Zos6OsLqfA9606	rigid:p6j7yOrAbsYW7m4eeKwi/fP6maM	false	Swiss-Prot:P12236	Swiss-Prot:P20839	uniprotkb:P12236	uniprotkb:P20839	PD	PD	2665620	5334625	977112	K5zi7otVqbL4Z4NHyHB1nojLOTg9606	0sqp3RN4Esg0ShYD/A4jCLw4G3o9606	Y62UokdI6dewgDSQzH2bOLKE334	2665620	229291	1403121	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q9C0J8	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:55339|refseq:NP_060853|uniprotkb:Q6NUQ0|rogid:FzGeASJyKaYaqFQfFBYby692REg9606|irogid:1981884	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:WDR33|uniprotkb:WDR33_HUMAN|crogid:FzGeASJyKaYaqFQfFBYby692REg9606|icrogid:1981884	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-729432|rigid:QFXFFKdWsPnsZjJcFQi1ld6iSgI|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:FzGeASJyKaYaqFQfFBYby692REg9606	rigid:QFXFFKdWsPnsZjJcFQi1ld6iSgI	false	uniprotkb:Q5RL73	uniprotkb:Q9C0J8	uniprotkb:Q5RL73	uniprotkb:Q9C0J8	P	P	1258659	1981884	998231	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	FzGeASJyKaYaqFQfFBYby692REg9606	PVEO1+f+IzSWOm2yMIpmUZ81Rco	23415319	1981884	1363677	-	X	2
uniprotkb:B2RDF2	uniprotkb:P16104	entrezgene/locuslink:23481|refseq:NP_055118|uniprotkb:B2RDF2|rogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606|irogid:3254823	entrezgene/locuslink:115272|entrezgene/locuslink:3014|genbank_protein_gi:4504253|rogid:VQoEp3F8lEBTOj+PDDUzrJCQNZA9606|irogid:4577390	hgnc:PES1|uniprotkb:B2RDF2_HUMAN|uniprotkb:PESC_HUMAN|crogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606|icrogid:3254823	hgnc:H2AFX|uniprotkb:H2AX_HUMAN|crogid:VQoEp3F8lEBTOj+PDDUzrJCQNZA9606|icrogid:4577390	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:jKYA769NhAgbV5EalWUKAvHMALE|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606	rogid:VQoEp3F8lEBTOj+PDDUzrJCQNZA9606	rigid:jKYA769NhAgbV5EalWUKAvHMALE	false	Swiss-Prot:O00541	Swiss-Prot:P16104	uniprotkb:O00541	uniprotkb:P16104	PD	PD	3254823	4577390	881571	Nq1SJ37kJfe+vF9zmNASz1gnbfY9606	VQoEp3F8lEBTOj+PDDUzrJCQNZA9606	jKYA769NhAgbV5EalWUKAvHMALE	3254823	4577390	881571	-	X	2
uniprotkb:Q5RL73	uniprotkb:P17028	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:7572|entrezgene/locuslink:7744|refseq:NP_008896|rogid:JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606|irogid:5435511	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:ZNF24|uniprotkb:ZNF24_HUMAN|crogid:JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606|icrogid:5435511	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-729441|rigid:DrtGcRG87hwfzf/GtoQdlZwf4VM|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606	rigid:DrtGcRG87hwfzf/GtoQdlZwf4VM	false	uniprotkb:Q5RL73	uniprotkb:P17028	uniprotkb:Q5RL73	uniprotkb:P17028	P	P	1258659	5435511	782661	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606	Z+pEIWG0azx85X0h2lFexCS50Vk	23415319	5435511	1407277	-	X	2
uniprotkb:P30793	uniprotkb:P00441	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:6647|genbank_protein_gi:4507149|refseq:NM_000454|rogid:W5O3CdnrxKm1kudXW04wxnCxTY09606|irogid:4645419	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:SOD1|uniprotkb:SODC_HUMAN|crogid:W5O3CdnrxKm1kudXW04wxnCxTY09606|icrogid:4645419	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:fBJnWe1bcyvhHo8moCC2b5zqktg|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:W5O3CdnrxKm1kudXW04wxnCxTY09606	rigid:fBJnWe1bcyvhHo8moCC2b5zqktg	false	Swiss-Prot:P30793	Swiss-Prot:P00441	uniprotkb:P30793	uniprotkb:P00441	PD	PD	988801	4645419	807885	9z/ipW7g2/eM/he2GvH8TndDK9I9606	W5O3CdnrxKm1kudXW04wxnCxTY09606	fBJnWe1bcyvhHo8moCC2b5zqktg	988801	4645419	807885	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q12988	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:112573|entrezgene/locuslink:115842|entrezgene/locuslink:8988|rogid:g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606|irogid:2012175	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:HSPB3|uniprotkb:HSPB3_HUMAN|uniprotkb:Q6ICS9_HUMAN|crogid:g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606|icrogid:2012175	MI:0398(two hybrid pooling approach)	stelzl-2005-1	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-734802|rigid:Cfa91qZgSvOKyM6Ng6Fd8EIjZI4|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606	rigid:Cfa91qZgSvOKyM6Ng6Fd8EIjZI4	false	uniprotkb:Q5RL73	uniprotkb:Q12988	uniprotkb:Q5RL73	uniprotkb:Q12988	P	P	1258659	2012175	758968	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606	3iM4vy55+Go/F/4RniUL1tyG5XM	23415319	2012175	1263299	-	X	2
