UniProt/SwissProt Accession	HGNC symbol
Q15834	CCDC85B
Q96IY1	NSL1
Q9UHW9	SLC12A6
Q14183	DOC2A
Q9BXI3	NT5C1A
Q5HYW3	RGAG4
P39748	FEN1
P25105	PTAFR
Q8TC59	PIWIL2
Q9Y366	IFT52
P25105	PTAFR
Q9UBL0	ARPP21
Q9Y366	IFT52
Q8TC59	PIWIL2
Q9UM19	HPCAL4
Q9ULZ0	TP53TG3B
Q9ULZ0	TP53TG3B
Q9Y237	PIN4
P15407	FOSL1
Q5T5P2	KIAA1217
Q14106	TOB2
Q8IUI8	CRLF3
Q9Y237	PIN4
P10523	SAG
Q8ND71	GIMAP8
P35125	USP6
Q7RTV0	PHF5A
Q9NP94	SLC39A2
O14745	SLC9A3R1
Q8NE09	RGS22
P27635	RPL10
Q17R31	TATDN3
Q9NWB1	RBFOX1
Q9UNP9	PPIE
P27635	RPL10
Q96I25	RBM17
P13928	ANXA8
Q9BTE0	NAT9
P13928	ANXA8
O00141	SGK1
Q17R31	TATDN3
P07360	C8G
Q9ULL1	PLEKHG1
Q9UPP1	PHF8
Q52LR7	EPC2
P27635	RPL10
Q9ULL1	PLEKHG1
Q8NE00	TMEM104
O60427	FADS1
Q8NHV1	GIMAP7
Q96D31	ORAI1
Q96I25	RBM17
Q9Y5J9	TIMM8B
Q9UPP1	PHF8
Q14957	GRIN2C
Q537H7	C1orf227
Q96B02	UBE2W
Q9Y5J9	TIMM8B
Q9BYT8	NLN
Q7L311	ARMCX2
Q9BQA9	C17orf62
Q9BQA9	C17orf62
Q7L311	ARMCX2
P04150	NR3C1
Q96C10	DHX58
A1L167	UBE2QL1
Q6PF18	MORN3
P04150	NR3C1
P42285	SKIV2L2
Q8TB22	SPATA20
Q9Y5Y0	FLVCR1
Q99798	ACO2
Q7L311	ARMCX2
Q9H6R3	ACSS3
O60427	FADS1
Q9Y2A7	NCKAP1
P17302	GJA1
P0C7X3	CCNYL3
Q9Y3E7	VPS24
P04150	NR3C1
Q9NUV9	GIMAP4
Q9Y3E7	VPS24
Q969S0	SLC35B4
Q9UPP1	PHF8
P04150	NR3C1
O95140	MFN2
Q86V25	VASH2
P49768	PSEN1
Q9H3H3	C11orf68
P51668	UBE2D1
Q9H3H3	C11orf68
O95718	ESRRB
O95140	MFN2
Q16649	NFIL3
Q16649	NFIL3
P47869	GABRA2
O14920	IKBKB
O14521	SDHD
P06681	C2
P47869	GABRA2
Q16831	UPP1
O75937	DNAJC8
Q03933	HSF2
P57679	EVC
Q08J23	NSUN2
Q14919	DRAP1
O60240	PLIN1
O60240	PLIN1
Q96LS8	C2orf48
Q9UP79	ADAMTS8
Q6ZTW0	C19orf20
Q16831	UPP1
P57679	EVC
P49427	CDC34
P51124	GZMM
Q16760	DGKD
P10244	MYBL2
Q9UBV4	WNT16
Q96LL3	C16orf92
Q70E73	RAPH1
O95214	LEPROTL1
Q9H1H1	GTSF1L
A6NGG3	C9orf92
A0PK00	TMEM120B
A6NGG3	C9orf92
Q16831	UPP1
A6NGG3	C9orf92
A0PK00	TMEM120B
Q6P9H5	GIMAP6
Q71RH2	FAM57B
Q6ZRY4	RBPMS2
Q2NKX8	ERCC6L
Q9NPE3	NOP10
Q96QE3	ATAD5
Q5VTE6	ANGEL2
Q86Y13	DZIP3
Q5T8R8	C9orf66
Q6JVE5	LCN12
Q8N5X7	EIF4E3
Q96NM4	TOX2
Q9UG22	GIMAP2
Q96QE5	C17orf42
Q96KR4	LMLN
A2PYH4	HFM1
Q6ZN30	BNC2
Q14116	IL18
Q86Y13	DZIP3
Q9C019	TRIM15
Q14103	HNRNPD
P35613	BSG
Q9NZU1	FLRT1
Q86Y26	C15orf55
Q9UII2	ATPIF1
Q96T53	MBOAT4
P49918	CDKN1C
Q9ULH1	ASAP1
Q8N0V4	LGI2
Q9HBH0	RHOF
Q6NSI1	ANKRD26P1
Q9NPP4	NLRC4
Q9NPP4	NLRC4
Q9BR39	JPH2
Q9NPP4	NLRC4
Q5TGU0	TSPO2
Q8TE58	ADAMTS15
Q8N8P7	C11orf44
Q6PL45	C16orf79
Q5TGU0	TSPO2
A6NDG6	PGP
P37235	HPCAL1
Q8IVU3	HERC6
P37235	HPCAL1
O00237	RNF103
P31948	STIP1
Q92830	KAT2A
Q5SQ13	C9orf141
Q01974	ROR2
Q66K89	E4F1
P22570	FDXR
Q9NPF8	ADAP2
Q9Y535	POLR3H
Q8NHY5	HUS1B
Q76MJ5	ERN2
Q9Y535	POLR3H
Q9UPS6	SETD1B
Q8N3U4	STAG2
Q92543	SNX19
P34820	BMP8B
Q8N3U4	STAG2
Q96S38	RPS6KC1
P30532	CHRNA5
Q9H611	PIF1
Q9Y535	POLR3H
Q9BXU0	TEX12
Q9BYC2	OXCT2
P13584	CYP4B1
P58004	SESN2
Q8N3U4	STAG2
Q9NX31	C20orf111
P55273	CDKN2D
Q9NX31	C20orf111
P55273	CDKN2D
Q14194	CRMP1
P32247	BRS3
P15586	GNS
Q9UBC5	MYO1A
Q8NEM2	SHCBP1
O75192	PEX11A
Q9UL51	HCN2
Q9UHQ1	NARF
Q8IUD6	RNF135
Q9UN36	NDRG2
O00399	DCTN6
Q9C009	FOXQ1
Q9H871	RMND5A
Q9Y6Q5	AP1M2
Q12947	FOXF2
Q7Z5M8	ABHD12B
Q96MZ0	GDAP1L1
Q7L8A9	VASH1
Q92786	PROX1
O43196	MSH5
O43196	MSH5
Q92786	PROX1
Q92786	PROX1
Q92786	PROX1
Q8IWA5	SLC44A2
P32297	CHRNA3
Q92520	FAM3C
Q86UQ4	ABCA13
Q9BUE0	MED18
Q9BUE0	MED18
O00411	POLRMT
Q9UN36	NDRG2
Q8NF50	DOCK8
Q643R3	LPCAT4
Q6UB35	MTHFD1L
P09661	SNRPA1
Q9H0B3	KIAA1683
Q9NTN3	SLC35D1
Q9H8M7	FAM188A
O43889	CREB3
Q9NRX5	SERINC1
Q9NRX5	SERINC1
Q96LD8	SENP8
P17535	JUND
Q9UN36	NDRG2
Q9Y4Z0	LSM4
Q9UN36	NDRG2
P41222	PTGDS
Q9Y534	CSDC2
Q9BV87	CNPPD1
Q12948	FOXC1
Q9BV87	CNPPD1
Q8IUY3	GRAMD2
Q9H3H1	TRIT1
O43719	HTATSF1
Q8IZ21	PHACTR4
Q9HCT0	FGF22
P15121	AKR1B1
Q9H1B4	NXF5
Q93062	RBPMS
Q9Y235	APOBEC2
P32754	HPD
Q8WWP7	GIMAP1
P23919	DTYMK
P23471	PTPRZ1
Q92871	PMM1
Q93062	RBPMS
Q15369	TCEB1
O60282	KIF5C
Q8TF08	COX7B2
Q8TF08	COX7B2
Q96JF6	ZNF594
Q16698	DECR1
Q9NXJ5	PGPEP1
Q00059	TFAM
Q8TF08	COX7B2
Q9NXJ5	PGPEP1
Q99988	GDF15
C9JC47	FAM157A
Q8N386	LRRC25
Q96BI1	SLC22A18
Q02928	CYP4A11
Q96BI1	SLC22A18
Q8N6M3	FITM2
Q96BI1	SLC22A18
Q6UWF3	C17orf87
P42702	LIFR
Q8TD55	PLEKHO2
Q9H3Y0	R3HDML
Q9NRG4	SMYD2
P42702	LIFR
Q9BWG4	SSBP4
Q8IUQ0	CLVS1
Q9BQS6	HSPB9
Q9BYV7	BCO2
P62701	RPS4X
Q6ICB0	PPPDE2
Q12906	ILF3
P04075	ALDOA
P51148	RAB5C
P11926	ODC1
P11926	ODC1
P04075	ALDOA
Q01167	FOXK2
Q92874	DNASE1L2
Q5HYJ1	TECRL
P04075	ALDOA
P04075	ALDOA
P51148	RAB5C
Q86UX7	FERMT3
Q9UQ05	KCNH4
Q5JVX7	C1orf141
Q9C010	PKIB
Q9BV68	RNF126
Q9UN36	NDRG2
Q9C010	PKIB
P48169	GABRA4
Q5JVX7	C1orf141
Q9UN36	NDRG2
P23511	NFYA
Q9C010	PKIB
Q9C010	PKIB
B4DXR9	ZNF732
Q9C010	PKIB
Q8N9I5	FADS6
Q9C010	PKIB
Q9C010	PKIB
Q6P2C0	WDR93
P10747	CD28
Q9NS67	GPR27
Q495M9	USH1G
Q9NUW8	TDP1
Q12899	TRIM26
Q15928	ZNF141
Q9NUW8	TDP1
Q9HC23	PROK2
Q8NC44	FAM134A
O43612	HCRT
A7E2F4	GOLGA8A
Q8N488	RYBP
Q12899	TRIM26
Q9Y2I9	TBC1D30
Q12899	TRIM26
Q15678	PTPN14
P14618	PKM2
P42126	ECI1
Q9NPH2	ISYNA1
P61011	SRP54
Q8N2G8	GHDC
Q8N2G8	GHDC
Q9BQ08	RETNLB
Q6P4A8	PLBD1
A7E2F4	GOLGA8A
P41235	HNF4A
O95633	FSTL3
A7E2F4	GOLGA8A
Q6UWY2	PRSS57
P01732	CD8A
Q99944	EGFL8
Q495B1	ANKDD1A
Q99944	EGFL8
Q15043	SLC39A14
Q6PI26	SHQ1
Q8N1B3	FAM58A
Q15043	SLC39A14
P01732	CD8A
Q76L83	ASXL2
O75781	PALM
Q6ZRC1	C4orf50
Q9HD40	SEPSECS
P01732	CD8A
Q8IVT2	C19orf21
Q8WYH8	ING5
Q9HD40	SEPSECS
O60547	GMDS
P51692	STAT5B
Q9UNK9	ANGEL1
Q8TF20	ZNF721
Q5VWK5	IL23R
P61244	MAX
O15540	FABP7
P55210	CASP7
P55210	CASP7
O14786	NRP1
P55210	CASP7
Q6PIZ9	TRAT1
Q5JXC2	MIIP
Q9BRJ9	MESP1
Q99966	CITED1
O00233	PSMD9
P16410	CTLA4
O75334	PPFIA2
P55210	CASP7
Q99966	CITED1
Q8WV99	ZFAND2B
Q99966	CITED1
Q99966	CITED1
P21359	NF1
P42768	WAS
Q5MNZ6	WDR45L
Q8WV99	ZFAND2B
P55210	CASP7
Q9Y6W8	ICOS
Q96F15	GIMAP5
O14494	PPAP2A
Q9UDR5	AASS
O60218	AKR1B10
O15269	SPTLC1
Q12829	RAB40B
Q86YW5	TREML1
Q96MN9	ZNF488
Q96F15	GIMAP5
P55199	ELL
O14786	NRP1
Q16875	PFKFB3
Q16799	RTN1
Q01860	POU5F1
Q6ZST4	LCNL1
Q9UDR5	AASS
O95843	GUCA1C
Q9HA64	FN3KRP
O97980	HMHB1
Q15276	RABEP1
Q0VG99	MESP2
O95069	KCNK2
P10966	CD8B
Q96N16	JAKMIP1
O95069	KCNK2
Q13936	CACNA1C
P12956	XRCC6
Q96N16	JAKMIP1
Q7RTS6	OTOP2
P12956	XRCC6
P12956	XRCC6
Q5T6F0	DCAF12
Q969M3	YIPF5
Q8IXI1	RHOT2
Q7RTS5	OTOP3
Q14318	FKBP8
Q969M3	YIPF5
Q03393	PTS
Q9Y5W5	WIF1
O14524	TMEM194A
Q4KN68	C20orf62
Q8WTR2	DUSP19
Q8TEW8	PARD3B
Q5H8A4	PIGG
Q9H479	FN3K
Q8TCG2	PI4K2B
Q9BTX7	TTPAL
Q9BTX7	TTPAL
Q9BUB7	TMEM70
P15144	ANPEP
P56211	ARPP19
Q49A88	CCDC14
Q96JJ6	JPH4
Q8N128	FAM177A1
P26599	PTBP1
Q8IV36	C17orf28
Q96JJ6	JPH4
Q8N128	FAM177A1
P06340	HLA-DOA
Q9Y597	KCTD3
P69849	NOMO3
Q9P121	NTM
Q8TBY9	WDR66
P69849	NOMO3
Q86TN4	TRPT1
Q8NFH5	NUP35
P05771	PRKCB
O00311	CDC7
Q49A88	CCDC14
Q96QK1	VPS35
Q32MH5	KIAA1370
P25092	GUCY2C
Q8N128	FAM177A1
Q9UHF7	TRPS1
Q9UHF7	TRPS1
Q8N118	CYP4X1
O00311	CDC7
Q53GA4	PHLDA2
O00311	CDC7
P29084	GTF2E2
Q13530	SERINC3
Q9BUH6	C9orf142
Q13530	SERINC3
Q6UQ28	C11orf34
P54756	EPHA5
P18505	GABRB1
P42229	STAT5A
P10745	RBP3
P30926	CHRNB4
P55769	NHP2L1
Q9BSC4	NOL10
Q6KCM7	SLC25A25
P55769	NHP2L1
P55769	NHP2L1
Q9NZC2	TREM2
P42229	STAT5A
Q9BY41	HDAC8
O43290	SART1
Q99990	VGLL1
P18405	SRD5A1
P12524	MYCL1
Q99943	AGPAT1
O43463	SUV39H1
Q86VD1	MORC1
Q99567	NUP88
Q99943	AGPAT1
Q99943	AGPAT1
P12524	MYCL1
Q92484	SMPDL3A
Q99943	AGPAT1
A8MQT2	GOLGA8B
Q9Y2B9	PKIG
Q9NVE5	USP40
Q5SYC1	CLVS2
P18754	RCC1
Q9Y2B9	PKIG
Q99943	AGPAT1
Q9Y2B9	PKIG
Q9HCG7	GBA2
Q9BSR8	YIPF4
Q99943	AGPAT1
Q9Y2B9	PKIG
Q8NBW4	SLC38A9
Q68DN6	RGPD1
P18754	RCC1
Q9Y2B9	PKIG
Q9Y2B9	PKIG
Q8NI32	LYPD6B
O14782	KIF3C
A8MQT2	GOLGA8B
Q8NI32	LYPD6B
O14782	KIF3C
Q9UKP4	ADAMTS7
C9J442	C22orf46
Q3YBM2	TMEM176B
Q9NXG0	CNTLN
Q99733	NAP1L4
Q3YBM2	TMEM176B
Q9NZ09	UBAP1
Q9NVE5	USP40
Q3YBM2	TMEM176B
Q5TA50	GLTPD1
Q3YBM2	TMEM176B
P18754	RCC1
Q9NZ09	UBAP1
C9JRZ8	AKR1B15
Q4G163	FBXO43
O75445	USH2A
Q3YBM2	TMEM176B
Q7Z570	ZNF804A
P07738	BPGM
Q9BTW9	TBCD
P07738	BPGM
Q8NBW4	SLC38A9
P07738	BPGM
Q9Y6Y9	LY96
Q9BXR0	QTRT1
B3SHH9	TMEM114
Q86UA6	RPAIN
Q9HCM9	TRIM39
Q13268	DHRS2
O95864	FADS2
Q0VAA2	C14orf166B
P48454	PPP3CC
Q5T2D2	TREML2
Q13268	DHRS2
Q86X02	CDR2L
Q9Y2U8	LEMD3
Q8NA29	MFSD2A
Q96RT1	ERBB2IP
Q5TIA1	MEI1
Q9BUU2	METTL22
P20036	HLA-DPA1
O95833	CLIC3
A6NK44	GLOD5
Q9C0A6	SETD5
P20036	HLA-DPA1
A0PJZ3	GXYLT2
Q5CZC0	FSIP2
P12532	CKMT1B
Q9NR09	BIRC6
O14979	HNRPDL
P28908	TNFRSF8
Q99956	DUSP9
Q2NL67	PARP6
P62508	ESRRG
Q6UXN2	TREML4
Q6UXN2	TREML4
Q99956	DUSP9
P12532	CKMT1B
Q5CZC0	FSIP2
Q9NX05	FAM120C
Q9UK05	GDF2
Q9UL62	TRPC5
Q5CZC0	FSIP2
Q15742	NAB2
P62805	HIST4H4
P55107	GDF10
P12532	CKMT1B
Q9C0A6	SETD5
Q2TAL6	VWC2
Q9HDC5	JPH1
Q9NX07	TRNAU1AP
P12532	CKMT1B
Q9P2F5	STOX2
Q12797	ASPH
P13591	NCAM1
Q96BW5	PTER
Q07021	C1QBP
Q96HP8	TMEM176A
Q96BW5	PTER
Q7RTX0	TAS1R3
Q96BW5	PTER
Q6ZR62	ZCCHC16
P40763	STAT3
P00390	GSR
Q9H5U6	ZCCHC4
Q86WI0	LHFPL1
Q9NW75	GPATCH2
Q6UWR7	ENPP6
Q96HP8	TMEM176A
P50570	DNM2
Q86Y78	LYPD6
Q99469	STAC
Q05682	CALD1
Q86Y78	LYPD6
Q86Y78	LYPD6
Q4LDR2	CTXN3
Q8WU90	ZC3H15
Q96L03	SPATA17
P05937	CALB1
Q4LDR2	CTXN3
Q86Y78	LYPD6
Q99650	OSMR
Q14197	ICT1
P00813	ADA
O75947	ATP5H
Q5XG87	PAPD7
O60359	CACNG3
Q8N9N8	EIF1AD
Q9Y3B9	RRP15
Q14681	KCTD2
O76076	WISP2
Q9H6R0	DHX33
Q13061	TRDN
Q9BYP7	WNK3
P29122	PCSK6
O15375	SLC16A5
Q9BS86	ZPBP
O15375	SLC16A5
P54792	DVL1
Q99942	RNF5
O76076	WISP2
Q9H6L4	ARMC7
Q9Y330	ZBTB12
O14640	DVL1
Q8TCD5	NT5C
Q49AR2	C5orf22
Q9UKL4	GJD2
Q16514	TAF12
Q9H427	KCNK15
Q16514	TAF12
Q9HAT0	ROPN1
Q7Z7J5	DPPA2
Q8N4Z0	RAB42
Q9HAT0	ROPN1
Q9NY27	PPP4R2
Q9H426	RIMS4
Q4VCS5	AMOT
P61812	TGFB2
Q9UK76	HN1
Q8N465	D2HGDH
Q9BTZ2	DHRS4
Q9H694	BICC1
P55011	SLC12A2
Q969Q6	PPP2R3C
Q15287	RNPS1
P61026	RAB10
Q15287	RNPS1
Q4VC05	BCL7A
P31946	YWHAB
P20333	TNFRSF1B
A0PJY2	FEZF1
Q4JDL3	PTPN20B
Q9Y692	GMEB1
Q5VWZ2	LYPLAL1
P31946	YWHAB
P19801	ABP1
P19801	ABP1
Q9NX08	COMMD8
P00751	CFB
P49184	DNASE1L1
P19801	ABP1
O60462	NRP2
Q9BRQ3	NUDT22
Q9NZD8	SPG21
P49184	DNASE1L1
Q9UBC0	ONECUT1
P00751	CFB
P49184	DNASE1L1
Q9BRQ3	NUDT22
Q9NZD8	SPG21
P49184	DNASE1L1
P68032	ACTC1
Q9GZP9	DERL2
Q9H6E4	CCDC134
P14316	IRF2
Q9UBU8	MORF4L1
Q9BQD3	C19orf50
Q9HAP2	MLXIP
O75783	RHBDL1
P49184	DNASE1L1
P49184	DNASE1L1
Q96MT4	C6orf195
Q3MJ13	WDR72
P62987	UBA52
P62987	UBA52
P62714	PPP2CB
P19801	ABP1
Q3MJ13	WDR72
Q6XR72	SLC30A10
Q96EN9	C19orf60
P59780	AP3S2
P62714	PPP2CB
Q9H2A2	ALDH8A1
O75462	CRLF1
P29965	CD40LG
O75531	BANF1
Q86YV6	MYLK4
Q9UK28	TMEM59L
O75531	BANF1
Q9H3L0	MMADHC
Q9H3L0	MMADHC
Q9C026	TRIM9
Q9H2A2	ALDH8A1
Q6ZSK4	C11orf39
P80404	ABAT
Q12772	SREBF2
P80404	ABAT
P53803	POLR2K
Q5T5U3	ARHGAP21
P80404	ABAT
Q02325	PLGLB1
O76024	WFS1
Q02325	PLGLB1
P40145	ADCY8
Q02325	PLGLB1
Q7L190	DPPA4
Q8TB36	GDAP1
Q9H7Z7	PTGES2
Q9UJX5	ANAPC4
Q9HAW9	UGT1A8
Q969E8	TSR2
P06756	ITGAV
Q02325	PLGLB2
Q14982	OPCML
Q02325	PLGLB2
Q03167	TGFBR3
Q9BZC7	ABCA2
Q96S55	WRNIP1
Q6P3X3	TTC27
Q6P2M8	PNCK
P42226	STAT6
Q6P2M8	PNCK
Q53HC5	KLHL26
P23515	OMG
Q5T5U3	ARHGAP21
Q5T7B8	KIF24
Q5T7B8	KIF24
Q15828	CST6
P34910	EVI2B
Q9H081	MIS12
Q99665	IL12RB2
Q5VWW1	C1QL3
Q8IXL7	MSRB3
Q4VXU2	PABPC1L
Q9Y5A9	YTHDF2
Q01518	CAP1
Q68DN6	RGPD2
Q7Z6E9	RBBP6
Q8NEC5	CATSPER1
Q6P2M8	PNCK
Q68DN6	RGPD2
Q75VX8	FAM59B
Q6P2M8	PNCK
O60306	AQR
Q6UUV9	CRTC1
Q6P2M8	PNCK
Q9UNE7	STUB1
P22794	EVI2A
Q68DN6	RGPD2
Q01518	CAP1
P42574	CASP3
Q9BXT5	TEX15
Q03188	CENPC1
Q9HAW8	UGT1A10
Q99758	ABCA3
Q01518	CAP1
Q4VXU2	PABPC1L
Q9NNZ3	DNAJC4
P42574	CASP3
Q9BYC5	FUT8
P07814	EPRS
Q9NNZ3	DNAJC4
Q9BYC5	FUT8
B8ZZ34	SHISA8
Q9BZC7	ABCA2
Q9BZC7	ABCA2
O60656	UGT1A9
Q13445	TMED1
Q96RJ3	TNFRSF13C
Q14678	KANK1
Q9C000	NLRP1
Q8N309	LRRC43
P98174	FGD1
P41252	IARS
Q6P2M8	PNCK
Q14678	KANK1
Q9NSP4	CENPM
Q9P241	ATP10D
O15372	EIF3H
Q9BYC5	FUT8
Q6NZI2	PTRF
Q6PKH6	DHRS4L2
Q15404	RSU1
Q9NP99	TREM1
Q9BRK3	MXRA8
Q15404	RSU1
Q9BTM1	H2AFJ
Q92546	RGP1
P40939	HADHA
Q5H9K5	ZMAT1
Q92546	RGP1
Q15785	TOMM34
Q63HM2	C14orf135
O95861	BPNT1
P41252	IARS
Q8NC51	SERBP1
Q5SXH7	C10orf81
Q9NQS3	PVRL3
P41252	IARS
O95428	PAPLN
P41252	IARS
Q9UII4	HERC5
Q63HM2	C14orf135
Q8NB66	UNC13C
Q9Y2T4	PPP2R2C
A8MVS5	C19orf38
Q96DP5	MTFMT
P61956	SUMO2
P06746	POLB
Q68DU8	KCTD16
Q68DU8	KCTD16
Q9UH03	SEPT3
Q93050	ATP6V0A1
O60229	KALRN
Q9UJV8	PURG
Q9H1B7	IRF2BPL
Q86X55	CARM1
Q07617	SPAG1
Q86X55	CARM1
P06681	C2
Q6YI46	TMEM64
Q07617	SPAG1
Q15109	AGER
Q9C0C6	KIAA1737
Q9Y2W2	WBP11
Q02952	AKAP12
Q02952	AKAP12
P54802	NAGLU
Q99962	SH3GL2
Q9BW27	NUP85
O95944	NCR2
P14061	HSD17B1
Q96S16	JMJD8
Q14191	WRN
Q8N945	PRELID2
Q9NSE4	IARS2
Q86UW7	CADPS2
Q9HAW7	UGT1A7
Q9H892	TTC12
O15018	PDZD2
Q08462	ADCY2
Q9H3N1	TMX1
Q15052	ARHGEF6
Q9BWQ6	YIPF2
Q9BSF4	C19orf52
Q13057	COASY
Q12809	KCNH2
A4D263	C7orf72
Q9H3H9	TCEAL2
Q9H3H9	TCEAL2
Q13057	COASY
Q13043	STK4
Q13057	COASY
Q6EBC2	IL31
O43497	CACNA1G
Q9H252	KCNH2
P12532	CKMT1A
Q9C0J1	B3GNT4
Q96FC7	PHYHIPL
P12532	CKMT1A
Q96KK3	KCNS1
P12532	CKMT1A
Q96A11	GAL3ST3
Q9UHA3	RSL24D1
Q9Y450	HBS1L
Q9NWT8	AURKAIP1
O15018	PDZD2
Q9NV58	RNF19A
Q9NWT8	AURKAIP1
Q9NWT8	AURKAIP1
Q9NVN8	GNL3L
Q1L6U9	MSMP
Q9NWT8	AURKAIP1
Q5H9J7	BEX5
Q6ICG8	WBP2NL
Q9Y450	HBS1L
Q6P2I7	EBLN2
Q6ICG8	WBP2NL
P22794	EVI2A
Q86W10	CYP4Z1
Q8N1L4	CYP4Z1
Q04724	TLE1
Q9NVN8	GNL3L
P22794	EVI2A
P22794	EVI2A
P13747	HLA-E
Q9NPI7	KRCC1
Q6ICG8	WBP2NL
Q8IVH2	FOXP4
P50583	NUDT2
P50583	NUDT2
P50583	NUDT2
P50583	NUDT2
Q8IVH2	FOXP4
P50583	NUDT2
Q6IQ21	ZNF770
O95857	TSPAN13
P50897	PPT1
Q8TCV5	WFDC5
Q8N987	NECAB1
Q8NB12	SMYD1
Q9UPQ7	PDZRN3
Q8WWY7	WFDC12
Q13422	IKZF1
Q9NYN1	RASL12
P19957	PI3
Q8NB12	SMYD1
Q5TCH4	CYP4A22
Q8ND23	LRRC16B
Q86YS3	RAB11FIP4
Q14156	EFR3A
Q86YS3	RAB11FIP4
P46020	PHKA1
P04279	SEMG1
P28335	HTR2C
P28335	HTR2C
P41143	OPRD1
P52926	HMGA2
P46020	PHKA1
Q5U649	C12orf60
Q96NE9	FRMD6
Q7Z6K5	C15orf38
Q02383	SEMG2
O43692	PI15
Q9H2M9	RAB3GAP2
Q13435	SF3B2
A6NFK2	GRXCR2
A2RU48	C12orf69
Q53TQ3	INO80D
Q96B77	TMEM186
Q9NR28	DIABLO
Q53TQ3	INO80D
Q7L8W6	ATPBD4
Q5THJ4	VPS13D
Q96S15	WDR24
P49765	VEGFB
Q8TEC5	SH3RF2
P60510	PPP4C
O15305	PMM2
Q13435	SF3B2
P17050	NAGA
P51159	RAB27A
Q8N680	ZBTB2
P51159	RAB27A
Q9NR28	DIABLO
P17050	NAGA
Q9HB14	KCNK13
P20594	NPR2
C9JR72	KBTBD13
Q8NEY4	ATP6V1C2
P17050	NAGA
Q6R327	RICTOR
Q6NSJ0	KIAA1161
Q9UH92	MLX
P51532	SMARCA4
P03973	SLPI
O95436	SLC34A2
Q9Y2E5	MAN2B2
Q8N8D1	PDCD7
Q9NWS8	RMND1
Q6PJP8	DCLRE1A
P35556	FBN2
Q9P1W3	TMEM63C
Q6PJP8	DCLRE1A
P40200	CD96
Q9Y5R6	DMRT1
Q9P0L2	MARK1
P51532	SMARCA4
Q93070	ART4
O95460	MATN4
Q8N1W2	ZNF710
Q9Y2V0	C15orf41
Q9UHY7	ENOPH1
Q8N461	FBXL16
Q9H7X2	C1orf115
Q8N461	FBXL16
Q9Y5Q0	FADS3
P61587	RND3
Q8NE31	FAM13C
P61587	RND3
Q9NP58	ABCB6
Q9BRU9	UTP23
Q96J87	CELF6
P11171	EPB41
O95460	MATN4
O95994	AGR2
Q9P031	CCDC59
Q8NE31	FAM13C
P26885	FKBP2
Q6ICB4	FAM109B
Q6VB84	FOXD4L3
Q6VB85	FOXD4L3
P26885	FKBP2
Q969Z3	MOSC2
Q9H336	CRISPLD1
P26885	FKBP2
Q8N6G6	ADAMTSL1
Q9H4I9	C22orf32
O95994	AGR2
P19224	UGT1A6
Q8N6G6	ADAMTSL1
Q15124	PGM5
P11171	EPB41
Q5VT66	MOSC1
Q96S94	CCNL2
P28331	NDUFS1
Q9NQ92	C17orf79
Q96LW4	CCDC111
O15091	KIAA0391
Q8N4L2	TMEM55A
Q9Y394	DHRS7
Q5SSQ6	C6orf26
Q9UBG7	RBPJL
Q13113	PDZK1IP1
Q9NQL9	DMRT3
Q13113	PDZK1IP1
P28331	NDUFS1
Q14774	HLX
Q8N6G6	ADAMTSL1
Q7Z5L4	SPATA19
P20160	AZU1
Q9UJH8	METRN
P24158	PRTN3
P28331	NDUFS1
P56556	NDUFA6
Q86Y38	XYLT1
P17542	TAL1
Q9Y6W6	DUSP10
P17542	TAL1
Q9Y5R5	DMRT2
Q9Y5R5	DMRT2
Q9Y5R5	DMRT2
P08246	ELANE
P62191	PSMC1
Q9Y5R5	DMRT2
P07148	FABP1
Q9P2W1	PSMC3IP
Q9Y5R5	DMRT2
Q9Y5R5	DMRT2
P00746	CFD
Q9NZ52	GGA3
Q9UPX0	IGSF9B
Q8NCR6	C9orf24
Q9NYH9	UTP6
Q9BQD7	FAM173A
Q658N2	WSCD1
Q13129	RLF
P80188	LCN2
P55084	HADHB
P48735	IDH2
Q86VR2	FAM134C
P49589	CARS
Q6UWX4	HHIPL2
P10635	CYP2D6
Q8NDV7	TNRC6A
P23258	TUBG1
P36915	GNL1
Q9GZY0	NXF2
Q9GZY0	NXF2
Q6P995	FAM171B
Q9NRH3	TUBG2
Q9Y2X0	MED16
Q86YJ6	THNSL2
Q9NZN9	AIPL1
Q9BRT6	LLPH
Q7Z6W1	TMCO2
Q14766	LTBP1
P80188	LCN2
Q9NZN9	AIPL1
Q9GZY0	NXF2
Q86YJ6	THNSL2
Q02297	NRG1
Q7RTU9	STRC
O95947	TBX6
Q14627	IL13RA2
O95947	TBX6
Q8NEG5	ZSWIM2
Q14627	IL13RA2
Q6ZSC3	RBM43
Q7Z7J7	LHFPL4
Q15084	PDIA6
P35504	UGT1A5
Q7Z736	PLEKHH3
P31431	SDC4
Q9HC24	TMBIM4
Q15573	TAF1A
Q9NQX3	GPHN
Q9C098	DCLK3
Q96AX1	VPS33A
P22310	UGT1A4
P09668	CTSH
Q8N2H4	SYS1
Q5VXU1	NKAIN2
Q7RTU9	STRC
O15050	TRANK1
Q8N2H4	SYS1
Q15022	SUZ12
P24522	GADD45A
Q9Y5Q5	CORIN
Q8N6Q8	C12orf26
Q96LM6	C2orf51
Q9Y5Q5	CORIN
Q9Y5Q5	CORIN
A6NGW2	STRC
Q9UBI6	GNG12
